ID_fishnet,slope_mean,flowacc_mean,NEAR_DIST,elevation_mean,inundation_reclass,impervious_area
731,1.056573082,3.181818182,4800.888011,1064.206612,1,0
732,0.671142717,15.33057851,4622.484261,1070.280992,0,29156.25342
733,0.883897003,16.48181818,4445.919005,1068.619835,0,29156.25342
734,0.983229581,15.88429752,4271.420238,1066.645455,0,0
735,0.999602605,18.26446281,4099.251871,1064.140496,0,34.19196917
736,1.038018965,13.66115702,3929.720213,1061.38843,0,7836.688415
737,0.970548746,14.60909091,3763.181633,1058.603306,0,713802.4369
738,1.144252455,16.24793388,3600.051535,1055.963636,0,22600.01872
739,1.933848257,8.396694215,3440.814744,1055.049587,0,9918.725123
740,2.64279564,11.19008264,3256.855293,1054.413223,0,2461.696511
741,4.24547539,9.963636364,3064.861718,1051.669421,0,700868.5993
742,5.781618374,28.60330579,2873.960387,1047.918182,0,4625.903355
743,6.197125782,824.2809917,2684.384335,1036.917355,0,4774.386569
744,2.497002866,4988.132231,2496.435502,1033.85124,0,148.4832138
745,3.042074386,1275.289256,2310.511019,1025.628099,1,0
746,3.39801756,4.327272727,2127.141773,1024.859504,1,0
747,4.965432218,26.3553719,1947.04984,1033.827273,0,0
748,6.179410562,104.9834711,1771.235171,1029.041322,0,0
749,5.57519432,41.3553719,1601.107425,1022.495868,1,0
750,1.493814452,7.681818182,1438.685491,1034.371901,0,0
751,1.414751429,18.07438017,1285.889969,1042.2,0,2480857.887
752,1.804306399,13.19008264,1135.374631,1043.669421,0,2480857.887
753,1.535255298,6.94214876,991.752148,1044.809917,0,2480857.887
754,3.847921829,2.836363636,870.5428117,1045.619835,0,0
755,9.867367461,11.17355372,733.8628419,1041.809091,0,0
756,5.65302599,14.20661157,592.4414856,1020.966942,0,0
757,0.664179199,19.12396694,460.1831651,996.9752066,0,182145.251
758,0.07569428,10.42975207,387.3571194,989.8595041,0,13515.57465
759,0.372705656,4.236363636,374.2458205,988.9752066,0,180409.8169
765,0.648411746,112.6448598,1073.742359,983.0222222,1,0
766,1.423255337,7.289256198,1263.125876,983.5700935,1,0
767,3.454988141,6.157024793,1455.352638,985.6528926,1,0
768,2.818408349,12.07272727,1649.428879,988.9090909,1,0
769,2.200250858,171.6446281,1844.770975,988.6181818,1,0
770,2.903791253,135.9074074,2041.015501,987.2727273,1,0
883,1.828838846,3.380952381,6210.16645,1074,0,11056.5624
886,1.544100651,2.570247934,5642.931197,1075.23913,0,698634.7624
887,1.530838619,90.43801653,5455.41085,1076.082645,0,0
888,2.073008042,12.55454545,5268.80846,1071.181818,0,0
889,3.351835038,7.892561983,5083.225122,1071.054545,0,0
890,2.261575494,194.7024793,4898.776653,1063.545455,0,0
891,2.330049102,4.826446281,4715.596224,1059.330579,1,0
892,0.822616539,6.768595041,4533.837535,1067.487603,0,29156.25342
893,0.929967371,29.18181818,4353.678657,1067.107438,0,29156.25342
894,0.882891234,51.49586777,4175.326682,1064.872727,0,0
895,0.875332964,101.9752066,3999.023375,1062.289256,0,0
896,0.871657981,158.5867769,3825.052026,1059.504132,0,7730.494527
897,0.903698839,200.9,3653.745756,1056.900826,0,719174.3004
898,1.686327405,318.4793388,3485.49754,1054.309091,0,11574.37942
899,2.642532837,53.8677686,3320.772223,1051.016529,0,9539.597246
900,3.736545946,17.14049587,3160.120758,1047.247934,0,708507.5725
901,4.561803844,19.86363636,3004.196774,1042.231405,0,698634.7624
902,2.46936978,2058.479339,2818.806519,1035.409091,1,0
903,2.208885427,3702.77686,2625.250683,1025.528926,1,0
904,3.858507353,812.8016529,2432.737574,1024.31405,1,2480857.887
905,3.802876703,35.71900826,2241.53587,1028.53719,1,1739.816988
906,2.919154831,24.77272727,2052.012186,1033.628099,0,1739.816988
907,1.982800291,19.7107438,1864.678247,1037.227273,0,1773.169676
908,2.793476996,32.52892562,1680.266622,1039.066116,0,1739.816988
909,1.664980704,26.40495868,1499.855618,1039.85124,0,1739.816988
910,1.201338472,13.28181818,1325.080311,1042.950413,0,2480857.887
911,1.013687742,7.975206612,1158.494188,1045.527273,0,2480857.887
912,0.819176407,3.702479339,1003.673709,1047.338843,0,2480857.887
913,2.348045489,2.388429752,853.15837,1048.677686,0,2480857.887
914,10.84461936,10.48181818,709.4318297,1047.727273,0,2480857.887
915,7.198220949,20.42975207,592.4414856,1030.818182,0,0
916,1.057983058,45.12396694,451.0201294,1000.785124,0,0
917,0.300463788,75.66942149,309.5987732,990.8347107,0,182671.7636
918,0.238992361,17.24793388,191.3975755,989.5867769,0,193951.0502
919,0.762580726,8.836363636,174.2458205,988.8760331,0,180409.8169
924,0.5116054,12.49565217,825.0212124,983.875,1,2505.144722
925,1.513035987,47.51239669,1021.383535,983.9652174,1,0
926,3.886598917,46.90082645,1218.929304,985.6115702,1,0
927,3.782218788,8.380165289,1417.163707,991.677686,1,0
928,3.895331749,18.11818182,1615.833314,1001.975207,1,0
929,4.032058975,217.6115702,1814.795201,1001.009091,0,0
930,4.596563174,69.75206612,2013.962747,998.1652893,0,0
931,4.889082548,87.29752066,2213.280432,994.7933884,0,5464.0981
932,6.577470452,28.63333333,2412.711047,990.9504132,1,24680.86162
933,7.981119875,35.04285714,2612.228726,988.8666667,1,0
934,5.59311427,91.44155844,2811.814937,987.8,1,0
935,2.980724862,36.47126437,3011.456054,980.3506494,1,0
936,1.4213844,45.35955056,3211.141836,977.4482759,1,0
937,0.85792465,3.311111111,3410.864438,975.9101124,1,0
1043,0.831249415,2.845454545,6150.97467,1076.235294,0,0
1044,0.375313391,10.74390244,5959.305701,1078.318182,0,698634.7624
1045,0.766607757,3.56122449,5768.202449,1078.097561,0,698796.6103
1046,1.277544815,49.19090909,5577.72306,1077.183673,0,0
1047,0.799198333,32.87272727,5387.933703,1073.690909,0,2715.518383
1048,0.519195771,2.42,5198.909947,1073.027273,0,0
1049,3.792847947,12.15454545,5010.738438,1073.75,0,0
1050,1.733423253,230.0727273,4823.518917,1066.463636,1,0
1051,2.71636257,17.16363636,4637.366688,1057.436364,1,0
1052,1.200688961,2.654545455,4452.415619,1059.636364,0,29902.19753
1053,0.554529777,14.64,4268.82184,1065.345455,0,29156.25342
1054,0.731344926,29.68181818,4086.768277,1064.23,0,0
1055,0.900629387,20.13636364,3906.470274,1062.436364,0,0
1056,1.000028781,10.16363636,3728.18254,1060.390909,0,4077.813949
1057,1.251867958,8.41,3552.207779,1058.345455,0,3474.177503
1058,1.936600866,11.50909091,3378.907391,1055.94,0,15240.45248
1059,3.542452432,274.9818182,3208.714728,1051.390909,0,716361.2763
1060,2.539658729,366.3090909,3042.151419,1042.436364,0,698634.7624
1061,2.198887817,2600.7,2879.847272,1032.654545,0,0
1062,3.420173128,2663.909091,2722.564115,1027.67,0,2480857.887
1063,3.496644329,8.454545455,2571.223524,1028.763636,1,2480857.887
1064,1.747010068,793.0363636,2384.163163,1035.463636,1,2480857.887
1065,0.433234362,8.336363636,2188.722217,1037.390909,1,2482597.704
1066,0.394211398,22.35,1994.185523,1039.427273,0,2480857.887
1067,0.417918961,26.9,1800.846149,1040.78,0,2480857.887
1068,0.782377764,23.30909091,1609.135733,1041.636364,0,0
1069,0.833584586,16.45454545,1419.714324,1043.309091,0,0
1070,0.798242354,12.64,1233.636785,1045.663636,0,2480857.887
1071,0.491480161,2.690909091,1052.677858,1047.68,0,2480857.887
1072,0.951525449,6.027272727,880.000924,1049.245455,0,2480857.887
1073,8.196465978,15.93636364,721.4574484,1049.245455,0,2480857.887
1074,10.44919068,28.75,570.9421095,1038.327273,0,180409.8169
1075,1.535536077,15.96363636,427.8021962,1008.97,0,180409.8169
1076,0.477194258,17.53636364,309.5987732,993.6454545,0,184110.6929
1077,0.560212667,9.936363636,168.1774169,991.1454545,0,187114.4388
1078,1.052299144,114.8181818,26.75606068,989.9727273,0,183109.8191
1079,0.598311189,126892.45,0,987.3636364,1,180858.3022
1083,0.478918688,69.69512195,606.4108103,983.8571429,1,2505.144722
1084,1.07350432,38.93636364,806.4108103,984.0487805,1,0
1085,4.309182257,6.709090909,1006.41081,985.3727273,1,0
1086,5.627741838,15.26363636,1206.41081,992.8727273,1,0
1087,3.923306769,32.79090909,1406.41081,1003.1,1,0
1088,4.20300725,15.34,1606.41081,1011.554545,0,0
1089,5.143843374,198.4181818,1806.41081,1012.57,0,0
1090,6.058364543,112.6272727,2006.41081,1013.490909,0,0
1091,7.207750589,22.81818182,2206.41081,1014.163636,0,0
1092,7.686699152,10.73,2406.41081,1013.590909,0,22112.58769
1093,7.914077603,30.80909091,2606.41081,1013.2,0,0
1094,9.681171354,120.3454545,2806.41081,1010.890909,0,0
1095,9.117339828,6.336363636,3006.41081,1001.154545,1,0
1096,7.86213573,24.82,3206.41081,995.4545455,1,0
1097,3.393154945,22.32727273,3406.41081,985.84,1,0
1098,0.933788159,10.78181818,3606.41081,979.5090909,1,0
1099,0.686579573,4.790909091,3806.41081,976.8454545,1,0
1100,0.182948405,1.772727273,4006.41081,975.5909091,1,0
1101,0.589741793,2.79,4206.41081,975,1,0
1102,0.814787986,8.819277108,4406.41081,974.33,1,0
1202,1.393573339,6.366197183,6283.685608,,0,875.1262783
1203,0.472723644,2.966942149,6097.771022,1077.943662,0,0
1204,0.403407787,8.818181818,5904.375199,1079.545455,0,0
1205,0.719618154,21.05785124,5711.43428,1078.745455,0,701350.2808
1206,1.063404613,25.53719008,5518.995977,1077.454545,0,2715.518383
1207,0.67980823,2.58677686,5327.114758,1075.016529,0,2715.518383
1208,0.58579193,4.409090909,5135.853064,1074.785124,0,0
1209,2.742210949,8.016528926,4945.282777,1073.663636,0,0
1210,2.770532019,260.0909091,4755.48702,1068.710744,0,0
1211,2.247686209,28.76033058,4566.562366,1057.297521,1,0
1212,1.608629971,2.123966942,4378.621575,1056.760331,0,29938.88179
1213,0.481149622,7.663636364,4191.796983,1064.900826,0,29936.87822
1214,0.460722951,12.52892562,4006.24475,1064.145455,0,0
1215,0.40397136,14.4214876,3822.150187,1062.752066,0,0
1216,0.576877218,4.727272727,3639.734482,1061.371901,0,4725.480511
1217,1.047396265,7.227272727,3459.263238,1059.768595,0,14754.64402
1218,2.685562205,13.25619835,3281.05733,1057.854545,0,15688.03548
1219,4.473902954,25.14876033,3105.506763,1052.479339,0,715662.84
1220,1.43199282,3658.702479,2933.088356,1037.727273,0,698634.7624
1221,3.276934703,2445.463636,2764.388243,1030.570248,1,2480857.887
1222,3.183528422,23.28099174,2600.130268,1030.418182,1,2480857.887
1223,0.501260455,2.396694215,2441.211269,1034.991736,1,2480857.887
1224,0.706294252,763.7272727,2288.743654,1039.545455,0,2561718.182
1225,0.293778942,39.80165289,2136.532885,1038.752066,0,2559996.278
1226,0.629521735,23.40909091,1955.197634,1039.371901,0,2480857.887
1227,0.342221552,27.2892562,1757.574676,1041.109091,0,2480857.887
1228,0.759009192,21.19008264,1560.557495,1042.247934,0,0
1229,0.867298799,11.73553719,1364.408535,1044.132231,0,2480857.887
1230,0.777218604,7.772727273,1169.564707,1046.92562,0,2480857.887
1231,0.813520212,2.041322314,976.8073297,1048.990909,0,2482347.633
1232,5.531111465,8.504132231,787.6696731,1050.231405,0,2480857.887
1233,11.35274306,16.7768595,605.553027,1045.421488,0,250799.0245
1234,3.73971922,26.41818182,439.2782979,1017.727273,0,250799.0245
1235,0.406202844,58.41322314,288.725849,996.0454545,0,250799.0245
1236,0.732328647,16.24793388,150.0350819,992.0661157,0,186685.2515
1237,1.476294118,7.157024793,26.75606068,990.8016529,0,189688.9974
1238,0.842458021,117957.0083,0,988.4380165,1,2686.69182
1239,0.677710994,29130.05455,0,985.6528926,1,0
1240,0.807451507,8.074380165,26.54008765,985.9272727,1,880014.4101
1241,0.975214076,28.71551724,208.0112987,987.0743802,1,180409.8169
1242,0.959158628,57.63559322,407.2260116,986.8534483,1,181021.8427
1243,2.294759828,15.63636364,606.9574521,985.4067797,1,0
1244,6.142925003,45.80991736,806.8219585,986.7727273,1,0
1245,8.098503199,49.85123967,1006.740283,993.6033058,1,0
1246,5.628458004,29.38016529,1206.685676,1008.92562,1,0
1247,3.318292112,20.40495868,1406.646596,1020.181818,0,0
1248,3.030380115,12.91818182,1606.617244,1025.487603,0,0
1249,2.388836705,188.1652893,1806.594391,1027.281818,0,0
1250,1.92666136,102.1818182,2006.576093,1027.842975,0,51.06756115
1251,1.604932567,12.34710744,2206.561112,1027.77686,0,0
1252,1.474772848,6.863636364,2406.548621,1028.123967,0,22112.58769
1253,1.534521163,32.89256198,2606.538047,1027.590909,0,22383.49304
1254,3.135149984,61.08264463,2806.52898,1025.347107,0,22112.58769
1255,4.654936578,9.066115702,3006.521119,1022.636364,0,0
1256,7.771015211,36.68181818,3206.514239,1021.239669,0,0
1257,10.64857482,130.9669421,3406.508166,1016.690909,0,0
1258,7.61747523,138.8016529,3606.502767,1004.14876,1,0
1259,2.934505899,1070.31405,3806.497936,986.5785124,1,0
1260,1.692599777,1913.38843,4006.493587,976.3636364,1,0
1261,0.878560785,1943.154545,4206.489651,974.0330579,1,0
1262,0.874755226,1971.438017,4406.486072,973.2727273,1,0
1263,0.031495247,2171.513514,4606.482805,972.2561983,1,0
1362,1.526167479,5.917647059,6159.538315,,0,0
1363,0.321584023,2.090909091,6002.417746,1079.176471,0,0
1364,0.479864032,5.109090909,5847.916323,1080.214876,0,0
1365,0.234502308,3.157024793,5661.166275,1079.081818,0,698634.7624
1366,0.568062083,7.140495868,5466.958811,1078.049587,0,0
1367,0.60814527,19.80991736,5273.184398,1076.768595,0,0
1368,0.725410421,38.9,5079.892592,1074.842975,0,0
1369,3.058745409,67.09090909,4887.140656,1073,0,0
1370,3.39200653,402.3884298,4694.995085,1067.809917,0,0
1371,2.771012554,69.42975207,4503.53349,1054.652893,1,0
1372,3.114375171,5.429752066,4312.846965,1055.834711,1,31257.04294
1373,0.4515608,9.290909091,4123.043051,1062.057851,1,31257.04294
1374,0.530491606,9.595041322,3934.24949,1063.381818,0,0
1375,0.569823702,13.59504132,3746.619023,1062.123967,0,0
1376,0.522878333,24.57024793,3560.335539,1060.545455,0,0
1377,1.917194326,8.618181818,3375.622047,1058.958678,0,14882.35911
1378,5.908740138,10.15702479,3192.751048,1057.090909,0,15960.51689
1379,1.957182399,3224.082645,3012.058151,1046.380165,0,719554.2925
1380,2.554718282,739.4049587,2833.960013,1033.933884,1,6047.422189
1381,1.270521148,2.690909091,2658.978076,1035.561983,1,3185796.134
1382,0.762007329,15.52066116,2487.769977,1040.218182,0,2480857.887
1383,0.405015774,1.983471074,2321.170935,1039.77686,0,2480857.887
1384,0.321682822,651.1157025,2160.24757,1040.214876,0,2571684.644
1385,0.293778942,60.47107438,2006.366022,1039.289256,0,2552763.456
1386,0.638960341,30.73636364,1860.308615,1039.305785,0,2480857.887
1387,0.514425057,19.7107438,1689.43668,1041.172727,0,2480857.887
1388,1.091352225,16.33057851,1510.688308,1042.768595,0,2480857.887
1389,1.395118945,7.834710744,1337.023761,1045.231405,0,2480857.887
1390,0.882385951,2.172727273,1137.498788,1048.603306,0,2480857.887
1391,4.785549783,5.628099174,938.176128,1050.436364,0,1489.745456
1392,11.06775435,16.19834711,739.2194543,1045.917355,0,0
1393,5.568881332,32.34710744,541.0326757,1023.61157,0,251129.5438
1394,0.546206482,43.87272727,344.9453735,999.1157025,0,72174.99902
1395,0.612744423,61.92561983,158.928491,992.9545455,0,72148.23423
1396,1.438798936,120.4049587,6.509588468,991.7272727,0,0
1397,0.678962092,143891.4959,0,988.4380165,1,0
1398,0.320705738,26617.97521,0,985.6198347,1,0
1399,0.634533288,33.79090909,114.6652956,985.7933884,1,880014.4101
1400,0.139076733,24.31404959,225.6806104,987.0363636,1,880014.4101
1401,0.508778389,22.56198347,305.8927462,988.0247934,1,880014.4101
1402,3.145429775,25.94214876,464.9028891,988.8512397,1,180409.8169
1403,7.892249543,27.43636364,647.0695638,990.5950413,1,0
1404,8.140739321,16.87603306,837.414679,1000.981818,1,0
1405,3.725337645,5.074380165,1031.420219,1017.92562,0,0
1406,1.46858913,8.438016529,1227.351617,1029.603306,0,0
1407,0.663813378,16.98347107,1424.414377,1031.636364,0,0
1408,0.282196546,47.88181818,1622.19624,1031.520661,0,0
1409,0.354293467,180.1652893,1820.462844,1031.127273,0,0
1410,0.078314086,87.23966942,2019.071393,1030.338843,0,0
1411,0.381536926,3.280991736,2217.930029,1030,0,0
1412,0.72077024,8.254545455,2416.977025,1030.628099,0,0
1413,0.868270972,29.38842975,2616.169387,1029.936364,0,0
1414,0.753083653,15.74380165,2815.476263,1028.132231,0,22112.58769
1415,0.247961764,23.47107438,3014.874941,1027.31405,0,22112.58769
1416,0.227197254,105.9909091,3214.348337,1027.033058,0,0
1417,2.680564137,7.702479339,3413.883355,1027.063636,0,0
1418,8.549979222,456.338843,3613.469784,1025.900826,0,0
1419,10.5720094,2408.31405,3813.099554,1014.917355,1,0
1420,10.41971546,80.40495868,4012.766194,1000.256198,1,0
1421,9.468875812,22.92727273,4212.464463,993.4297521,1,0
1422,8.785718596,16.69421488,4412.190066,989.2090909,1,0
1423,6.06998836,29.73553719,4611.939451,984.8760331,1,0
1424,3.514201199,525.7719298,4811.709657,977.3636364,1,0
1438,1.295112972,18.10958904,7609.760204,967.4054054,1,0
1439,6.419330652,5.270588235,7806.226382,967.8219178,1,0
1522,1.051926547,3.470588235,6039.463528,1078.875,0,0
1523,0.590900306,10.53719008,5879.13482,1080.756303,0,0
1524,0.585298045,23.60909091,5721.305163,1079.917355,0,0
1525,0.442490826,18.92561983,5566.187142,1078.172727,0,698634.7624
1526,0.45319494,3,5414.013838,1077.38843,0,0
1527,0.725262445,14.23140496,5226.355876,1077.53719,0,0
1528,0.787790628,23.30909091,5031.265327,1075.53719,0,0
1529,2.363133824,30.94214876,4836.575839,1073.227273,0,0
1530,4.935531769,69.69421488,4642.337869,1069.214876,0,0
1531,2.61967243,350.107438,4448.610563,1058.68595,1,0
1532,3.200046418,167.0578512,4255.463664,1050.603306,1,1947.821242
1533,1.854670604,7.563636364,4062.979947,1053.512397,1,31104.07466
1534,0.746912931,6.710743802,3871.258335,1061.309091,0,0
1535,0.727956705,24.38016529,3680.417931,1061.181818,0,0
1536,1.907832442,32.20661157,3490.603272,1059.322314,0,0
1537,6.238716532,61.53636364,3301.991256,1056.818182,0,0
1538,3.147293152,3861.504132,3114.800363,1047.545455,0,698634.7624
1539,2.797118232,1779.181818,2929.303049,1035.429752,1,704821.7725
1540,1.222666968,30.34710744,2745.842568,1037.198347,1,711840.8827
1541,0.311096538,4.636363636,2564.856031,1040.22314,0,3179748.712
1542,0.352010395,3.79338843,2386.906263,1041.154545,0,2480921.847
1543,0.612609158,212.1322314,2212.726047,1041.049587,0,2541466.643
1544,0.119113164,384.9173554,2043.279622,1039.619835,0,2554356.742
1545,0.574096417,40.23140496,1879.847511,1039.041322,0,2544923.385
1546,0.679700428,30.19090909,1724.140863,1039.983471,0,2480857.887
1547,0.672783189,12.76859504,1577.535714,1041.772727,0,2480857.887
1548,1.816863243,5.67768595,1426.757497,1043.46281,0,2480857.887
1549,1.200842778,2.148760331,1242.424977,1047.809917,0,2480857.887
1550,3.881550386,4.472727273,1063.768156,1051.082645,0,2482347.633
1551,11.23527314,18.36363636,894.1954812,1048.609091,0,1489.745456
1552,5.866910616,29.8677686,728.896219,1027.975207,0,250799.0245
1553,1.027759919,64.63636364,529.0696044,1001.68595,0,250946.0942
1554,0.191750742,80.17272727,329.2429897,994.0247934,0,75670.14695
1555,1.342985411,94.42975207,129.4163751,992.9454545,0,75670.71871
1556,0.622438781,130669.438,0,990.4132231,1,0
1557,0.45882052,13106.13223,0,987.0991736,1,699604.5932
1558,0.546636858,38.11570248,124.3626544,986.7190083,1,880014.4101
1559,0.565850233,325.6727273,256.0866518,987.231405,1,880014.4101
1560,1.019517168,34.17355372,397.508008,987.1909091,1,701351.9039
1561,2.829105089,31.91735537,473.1511852,989.1570248,1,880014.4101
1562,7.324483747,22.04958678,588.588454,992.1487603,1,180409.8169
1563,7.243203529,13.19090909,740.9458093,1005.14876,1,0
1564,2.594457437,5.545454545,911.9018677,1023.572727,0,0
1565,0.62539883,11.27272727,1092.762253,1033.264463,0,0
1566,0.304971088,3.694214876,1279.333289,1033.77686,0,0
1567,0.299298911,54.36363636,1469.441387,1033.231405,0,0
1568,0.12526254,115.5818182,1661.873134,1032.173554,0,0
1569,0.534154341,18.74380165,1855.90588,1031.954545,0,0
1570,0.374362648,48.8677686,2051.085313,1031.07438,0,0
1571,0.390062093,22.38842975,2247.112655,1030.380165,0,0
1572,0.421537245,3.736363636,2443.783871,1031.123967,0,0
1573,0.753337401,12.76859504,2640.955118,1031.581818,0,0
1574,0.534154341,14.83471074,2838.522196,1030.446281,0,0
1575,0.471645312,62.03305785,3036.407842,1029.049587,0,22112.58769
1576,0.295115911,26.2,3234.553587,1027.942149,0,0
1577,0.490700338,10.2892562,3432.914393,1027.336364,0,0
1578,0.82599936,1774.438017,3631.455019,1027.305785,0,0
1579,2.268812531,38.33884298,3830.147501,1027.033058,0,0
1580,3.711210431,27.90082645,4028.969372,1024.983471,0,0
1581,5.367199185,7.754545455,4227.902379,1023.702479,0,0
1582,6.220758877,7.79338843,4426.931539,1022.127273,0,0
1583,8.67574914,99.94214876,4626.044442,1018.338843,0,0
1584,10.09845999,126.8016529,4825.23072,1010.115702,1,0
1585,10.37042048,30.25,5024.481647,999.8842975,1,0
1592,0.711704369,132.7051282,6420.542508,969.4693878,1,0
1593,0.869823605,14.21666667,6620.115589,969.1794872,1,0
1594,0.901034668,23.56603774,6819.713685,969.1916667,1,14049.32076
1595,0.56559662,4005.963636,7019.33466,969.1603774,1,14049.32076
1596,0.588761165,1798.768595,7218.976616,968.4727273,1,0
1597,1.332792146,33.61157025,7418.637861,968.2809917,1,0
1598,6.248299729,13.67272727,7574.322175,968.7933884,1,0
1599,11.25424213,4.414141414,7609.77719,974.7363636,1,3110927.995
1682,0.987738238,1.818181818,5923.708901,1080.363636,0,0
1683,0.765830702,7.027272727,5760.159171,1082.172727,0,0
1684,0.685140064,46.25,5598.976711,1080.054545,0,0
1685,0.20559997,39.36363636,5440.371931,1077.55,0,698634.7624
1686,0.401134423,1.881818182,5284.576925,1076.927273,0,3168.291353
1687,0.734048923,4.990909091,5131.847602,1077.809091,0,3812.133172
1688,1.175845292,8.64,4982.46589,1076.5,0,0
1689,0.59436951,7.790909091,4793.828104,1073.35,0,0
1690,2.651030893,5.427272727,4597.784569,1071.4,0,1364.96249
1691,4.514113513,70.65454545,4402.097,1068.863636,0,0
1692,2.94796905,377.8727273,4206.815072,1056.654545,0,0
1693,4.000545151,252.2,4011.998018,1050.990909,1,29156.25342
1694,3.40780704,556.5636364,3817.717007,1052.35,1,0
1695,4.076181086,457.7636364,3624.05825,1054.354545,1,0
1696,5.722657522,1582.090909,3431.127111,1052.281818,1,0
1697,3.372799659,4139.39,3239.053612,1044.4,1,0
1698,2.875228071,5.872727273,3047.999894,1038.13,1,698634.7624
1699,0.664504198,17.52727273,2858.170465,1040.909091,1,699104.0002
1700,0.485882476,4.727272727,2669.826484,1042.945455,0,705882.9013
1701,0.368938067,4.83,2483.305963,1042.663636,0,3179559.65
1702,1.036550466,109.8636364,2299.052753,1042.14,0,2480857.887
1703,0.673521265,426.1,2117.658757,1040.5,0,2551485.91
1704,0.540013522,21.62727273,1939.9262,1038.727273,0,107140.8194
1705,0.677694563,12.27272727,1766.960303,1039.790909,0,2565759.204
1706,0.437609186,7.67,1600.307397,1041.345455,0,2480857.887
1707,0.440378212,7.127272727,1442.157694,1042.84,0,2480857.887
1708,1.475171868,3.281818182,1294.762813,1043.954545,0,2480857.887
1709,4.38563739,10.56363636,1150.234442,1046.818182,0,2484979.118
1710,10.78921188,23.19,982.374919,1044.609091,0,2482595.397
1711,7.404248304,24.29090909,795.6402137,1029.27,0,0
1712,1.091040666,32.04545455,617.2732116,1005.327273,0,73286.90037
1713,0.168120439,11.84545455,457.1751153,994.6090909,0,73286.90037
1714,0.928012907,10.97,315.6513019,993.9545455,0,70389.20763
1715,0.941628013,22.6,121.0902662,992.75,0,0
1716,0.26327321,143612.2727,0,989.0909091,1,699604.5932
1717,0.547982769,6.018181818,70.41023949,987.9272727,1,699604.5932
1718,0.484675239,2.954545455,270.2368541,988.2454545,1,699604.5932
1719,1.231060923,236.56,401.1724535,988.8636364,1,701351.9039
1720,2.565632098,60.12727273,538.9293643,989.45,1,701351.9039
