ID_fishnet,slope_mean,flowacc_mean,NEAR_DIST,elevation_mean,inundation_reclass,impervious_area
"919",0.762580725821582,8.83636363636364,174.245820460841,988.876033057851,0,180409.816885482
"924",0.511605400388891,12.495652173913,825.021212419377,983.875,1,2505.14472173184
"925",1.51303598654172,47.5123966942149,1021.38353475479,983.965217391304,1,0
"926",3.88659891707838,46.900826446281,1218.92930442845,985.611570247934,1,0
"927",3.78221878778836,8.3801652892562,1417.16370731143,991.677685950413,1,0
"928",3.8953317490491,18.1181818181818,1615.83331363322,1001.97520661157,1,0
"929",4.03205897492811,217.611570247934,1814.79520100014,1001.00909090909,0,0
"930",4.59656317371967,69.7520661157025,2013.96274684995,998.165289256198,0,0
"931",4.88908254799723,87.297520661157,2213.28043180832,994.793388429752,0,5464.09810011594
"932",6.5774704515934,28.6333333333333,2412.7110465101,990.95041322314,1,24680.8616150354
"933",7.98111987518052,35.0428571428571,2612.22872621792,988.866666666667,1,0
"934",5.59311426950224,91.4415584415584,2811.81493740331,987.8,1,0
"935",2.98072486174734,36.4712643678161,3011.45605419216,980.350649350649,1,0
"936",1.42138440020477,45.3595505617978,3211.14183592952,977.448275862069,1,0
"937",0.85792464998704,3.31111111111111,3410.86443802492,975.910112359551,1,0
"1043",0.83124941479076,2.84545454545455,6150.97466951282,1076.23529411765,0,0
"1044",0.375313391424205,10.7439024390244,5959.30570085652,1078.31818181818,0,698634.762436766
"1045",0.76660775674714,3.56122448979592,5768.20244855654,1078.09756097561,0,698796.61027459
"1046",1.27754481543194,49.1909090909091,5577.72306042586,1077.18367346939,0,0
"1047",0.799198332699862,32.8727272727273,5387.93370320006,1073.69090909091,0,2715.51838298276
"1048",0.519195771217346,2.42,5198.90994741704,1073.02727272727,0,0
"1049",3.79284794655713,12.1545454545455,5010.73843785769,1073.75,0,0
"1050",1.73342325308106,230.072727272727,4823.51891712857,1066.46363636364,1,0
"1051",2.71636256954887,17.1636363636364,4637.36668759005,1057.43636363636,1,0
"1052",1.20068896087733,2.65454545454545,4452.41561923891,1059.63636363636,0,29902.1975326023
"1053",0.554529776573181,14.64,4268.82183953785,1065.34545454545,0,29156.2534164105
"1054",0.731344926357269,29.6818181818182,4086.76827688921,1064.23,0,0
"1055",0.900629386576739,20.1363636363636,3906.47027382274,1062.43636363636,0,0
"1056",1.00002878091552,10.1636363636364,3728.18253999632,1060.39090909091,0,4077.81394936668
"1057",1.25186795771122,8.41,3552.20777866471,1058.34545454545,0,3474.17750346714
"1058",1.93660086555914,11.5090909090909,3378.90739057447,1055.94,0,15240.4524800969
"1059",3.54245243180882,274.981818181818,3208.71472794817,1051.39090909091,0,716361.276285057
"1060",2.53965872851285,366.309090909091,3042.15141908226,1042.43636363636,0,698634.762436766
"1061",2.19888781666756,2600.7,2879.8472716269,1032.65454545455,0,0
"1062",3.42017312754284,2663.90909090909,2722.56411479502,1027.67,0,2480857.887476
"1063",3.49664432948286,8.45454545454546,2571.22352401387,1028.76363636364,1,2480857.887476
"1064",1.74701006791808,793.036363636364,2384.16316344886,1035.46363636364,1,2480857.887476
"1065",0.433234362168746,8.33636363636364,2188.72221729612,1037.39090909091,1,2482597.70446365
"1066",0.394211397767067,22.35,1994.1855227197,1039.42727272727,0,2480857.887476
"1067",0.417918961156498,26.9,1800.84614933203,1040.78,0,2480857.887476
"1068",0.782377764311704,23.3090909090909,1609.13573327522,1041.63636363636,0,0
"1069",0.833584586056796,16.4545454545455,1419.71432430696,1043.30909090909,0,0
"1070",0.798242353796959,12.64,1233.63678494991,1045.66363636364,0,2480857.887476
"1071",0.491480161385103,2.69090909090909,1052.67785752372,1047.68,0,2480857.887476
"1072",0.951525449210947,6.02727272727273,880.000924010827,1049.24545454545,0,2480857.887476
"1073",8.19646597775546,15.9363636363636,721.457448439688,1049.24545454545,0,2480857.887476
"1074",10.4491906785965,28.75,570.942109497807,1038.32727272727,0,180409.816885482
"1075",1.53553607680581,15.9636363636364,427.80219617183,1008.97,0,180409.816885482
"1076",0.47719425775788,17.5363636363636,309.598773152474,993.645454545455,0,184110.692925836
"1077",0.560212667421861,9.93636363636364,168.177416914998,991.145454545455,0,187114.43875342
"1078",1.05229914350943,114.818181818182,26.7560606775211,989.972727272727,0,183109.819094051
"1079",0.598311189413071,126892.45,0,987.363636363636,1,180858.302222105
"1083",0.478918688164817,69.6951219512195,606.410810315603,983.857142857143,1,2505.14472173184
"1084",1.0735043195161,38.9363636363636,806.410810315603,984.048780487805,1,0
"1085",4.30918225700205,6.70909090909091,1006.4108103156,985.372727272727,1,0
"1086",5.62774183750153,15.2636363636364,1206.4108103156,992.872727272727,1,0
"1087",3.92330676913261,32.7909090909091,1406.4108103156,1003.1,1,0
"1088",4.20300724983215,15.34,1606.4108103156,1011.55454545455,0,0
"1089",5.14384337446906,198.418181818182,1806.4108103156,1012.57,0,0
"1090",6.05836454304782,112.627272727273,2006.4108103156,1013.49090909091,0,0
"1091",7.20775058919733,22.8181818181818,2206.4108103156,1014.16363636364,0,0
"1092",7.6866991519928,10.73,2406.4108103156,1013.59090909091,0,22112.5876868406
"1093",7.91407760273326,30.8090909090909,2606.4108103156,1013.2,0,0
"1094",9.68117135438052,120.345454545455,2806.4108103156,1010.89090909091,0,0
"1095",9.11733982779763,6.33636363636364,3006.4108103156,1001.15454545455,1,0
"1096",7.86213572978973,24.82,3206.4108103156,995.454545454545,1,0
"1097",3.39315494515679,22.3272727272727,3406.4108103156,985.84,1,0
"1098",0.933788159218701,10.7818181818182,3606.4108103156,979.509090909091,1,0
"1099",0.686579572612589,4.79090909090909,3806.4108103156,976.845454545455,1,0
"1100",0.182948404550552,1.77272727272727,4006.4108103156,975.590909090909,1,0
"1101",0.589741792875467,2.79,4206.4108103156,975,1,0
"1102",0.814787985550033,8.81927710843373,4406.4108103156,974.33,1,0
"1202",1.39357333878676,6.36619718309859,6283.68560778287,,0,875.126278289817
"1203",0.472723643641827,2.96694214876033,6097.7710218571,1077.94366197183,0,0
"1204",0.403407787192952,8.81818181818182,5904.37519863642,1079.54545454545,0,0
"1205",0.719618154458763,21.0578512396694,5711.43428024394,1078.74545454545,0,701350.280819749
"1206",1.06340461328995,25.5371900826446,5518.99597651768,1077.45454545455,0,2715.51838298276
"1207",0.679808229946893,2.58677685950413,5327.1147575485,1075.01652892562,0,2715.51838298276
"1208",0.585791929743507,4.40909090909091,5135.85306364617,1074.78512396694,0,0
"1209",2.74221094876282,8.01652892561983,4945.2827768123,1073.66363636364,0,0
"1210",2.77053201888218,260.090909090909,4755.48701963417,1068.71074380165,0,0
"1211",2.24768620877227,28.7603305785124,4566.56236628624,1057.29752066116,1,0
"1212",1.60862997051113,2.12396694214876,4378.62157493137,1056.76033057851,0,29938.8817923202
"1213",0.481149621985175,7.66363636363636,4191.79698312397,1064.90082644628,0,29936.8782201502
"1214",0.460722950864429,12.5289256198347,4006.24475026176,1064.14545454545,0,0
"1215",0.403971359749471,14.4214876033058,3822.1501867761,1062.7520661157,0,0
"1216",0.576877217647458,4.72727272727273,3639.73448228649,1061.37190082645,0,4725.48051141501
"1217",1.0473962653767,7.22727272727273,3459.26323843937,1059.76859504132,0,14754.6440221788
"1218",2.68556220472352,13.2561983471074,3281.05733020481,1057.85454545455,0,15688.0354832765
"1219",4.47390295355773,25.1487603305785,3105.50676305227,1052.47933884298,0,715662.840024918
"1220",1.43199281997917,3658.70247933884,2933.08835643185,1037.72727272727,0,698634.762436766
"1221",3.27693470337174,2445.46363636364,2764.38824297688,1030.57024793388,1,2480857.887476
"1222",3.18352842232413,23.2809917355372,2600.13026773304,1030.41818181818,1,2480857.887476
"1223",0.501260454989662,2.39669421487603,2441.21126911503,1034.99173553719,1,2480857.887476
"1224",0.706294251867562,763.727272727273,2288.74365356344,1039.54545454545,0,2561718.18176467
"1225",0.293778941651021,39.801652892562,2136.53288475057,1038.7520661157,0,2559996.27805824
"1226",0.629521735147996,23.4090909090909,1955.19763367227,1039.37190082645,0,2480857.887476
"1227",0.34222155169022,27.2892561983471,1757.57467586923,1041.10909090909,0,2480857.887476
"1228",0.759009192305163,21.1900826446281,1560.55749519074,1042.2479338843,0,0
"1229",0.867298799112809,11.7355371900826,1364.40853498326,1044.13223140496,0,2480857.887476
"1230",0.777218603545969,7.77272727272727,1169.56470743365,1046.92561983471,0,2480857.887476
"1231",0.81352021181879,2.04132231404959,976.807329729634,1048.99090909091,0,2482347.63293212
"1232",5.53111146501273,8.50413223140496,787.669673119842,1050.23140495868,0,2480857.887476
"1233",11.3527430601356,16.7768595041322,605.553026985993,1045.42148760331,0,250799.024515579
"1234",3.73971922018311,26.4181818181818,439.278297928636,1017.72727272727,0,250799.024515579
"1235",0.406202844351776,58.4132231404959,288.725848982187,996.045454545455,0,250799.024515579
"1236",0.732328646931766,16.2479338842975,150.035081874171,992.066115702479,0,186685.251531233
"1237",1.47629411752559,7.15702479338843,26.756060677688,990.801652892562,0,189688.997358817
"1238",0.842458021049657,117957.008264463,0,988.438016528926,1,2686.69182003615
"1239",0.677710993723436,29130.0545454545,0,985.652892561983,1,0
"1240",0.80745150727674,8.07438016528926,26.5400876531687,985.927272727273,1,880014.410102207
"1241",0.975214075829302,28.7155172413793,208.011298680815,987.074380165289,1,180409.816885482
"1242",0.959158628114632,57.635593220339,407.226011577257,986.853448275862,1,181021.842703841
"1243",2.29475982839411,15.6363636363636,606.957452076636,985.406779661017,1,0
"1244",6.14292500334338,45.8099173553719,806.821958524682,986.772727272727,1,0
"1245",8.09850319949063,49.8512396694215,1006.74028273624,993.603305785124,1,0
"1246",5.62845800435248,29.3801652892562,1206.68567614358,1008.92561983471,1,0
"1247",3.31829211189727,20.404958677686,1406.64659567936,1020.18181818182,0,0
"1248",3.03038011464206,12.9181818181818,1606.61724416943,1025.48760330579,0,0
"1249",2.38883670450242,188.165289256198,1806.59439094358,1027.28181818182,0,0
"1250",1.92666135986974,102.181818181818,2006.57609312855,1027.84297520661,0,51.067561149208
"1251",1.60493256681222,12.3471074380165,2206.56111214743,1027.77685950413,0,0
"1252",1.47477284778248,6.86363636363636,2406.54862111023,1028.12396694215,0,22112.5876868406
"1253",1.53452116300252,32.8925619834711,2606.53804689166,1027.59090909091,0,22383.4930405756
"1254",3.13514998382773,61.0826446280992,2806.52897972211,1025.34710743802,0,22112.5876868406
"1255",4.65493657766295,9.06611570247934,3006.52111885918,1022.63636363636,0,0
"1256",7.77101521058516,36.6818181818182,3206.51423858877,1021.23966942149,0,0
"1257",10.64857482122,130.96694214876,3406.50816620168,1016.69090909091,0,0
"1258",7.61747523033914,138.801652892562,3606.50276729756,1004.14876033058,1,0
"1259",2.93450589859781,1070.31404958678,3806.49793572139,986.578512396694,1,0
"1260",1.69259977685519,1913.38842975207,4006.49358651396,976.363636363636,1,0
"1261",0.878560785271905,1943.15454545455,4206.48965087324,974.03305785124,1,0
"1262",0.874755226383525,1971.43801652893,4406.48607248791,973.272727272727,1,0
"1263",0.0314952470007397,2171.51351351351,4606.48280482585,972.256198347107,1,0
"1362",1.52616747927992,5.91764705882353,6159.5383154476,,0,0
"1363",0.321584022734776,2.09090909090909,6002.41774559504,1079.17647058824,0,0
"1364",0.479864032160152,5.10909090909091,5847.91632342678,1080.21487603306,0,0
"1365",0.234502307639634,3.15702479338843,5661.16627450188,1079.08181818182,0,698634.762436766
"1366",0.568062082795072,7.1404958677686,5466.95881078596,1078.04958677686,0,0
"1367",0.608145269973219,19.8099173553719,5273.18439750621,1076.76859504132,0,0
"1368",0.725410421328111,38.9,5079.89259151959,1074.84297520661,0,0
"1369",3.05874540884633,67.0909090909091,4887.14065611461,1073,0,0
"1370",3.39200653024941,402.388429752066,4694.99508454705,1067.80991735537,0,0
"1371",2.77101255399137,69.4297520661157,4503.53348996027,1054.65289256198,1,0
"1372",3.11437517108996,5.4297520661157,4312.84696534278,1055.8347107438,1,31257.0429376313
"1373",0.451560800183903,9.29090909090909,4123.04305067739,1062.05785123967,1,31257.0429376313
"1374",0.530491605770489,9.59504132231405,3934.24948992966,1063.38181818182,0,0
"1375",0.569823701519611,13.595041322314,3746.61902257015,1062.12396694215,0,0
"1376",0.52287833306415,24.5702479338843,3560.33553918127,1060.54545454545,0,0
"1377",1.91719432635741,8.61818181818182,3375.62204679818,1058.95867768595,0,14882.3591089232
"1378",5.90874013821941,10.1570247933884,3192.75104793697,1057.09090909091,0,15960.5168944828
"1379",1.95718239900494,3224.0826446281,3012.05815106138,1046.38016528926,0,719554.292466722
"1380",2.55471828161192,739.404958677686,2833.96001324084,1033.93388429752,1,6047.422188614
"1381",1.27052114768462,2.69090909090909,2658.97807586311,1035.56198347107,1,3185796.13428663
"1382",0.762007328596982,15.5206611570248,2487.76997714688,1040.21818181818,0,2480857.887476
"1383",0.405015774009642,1.98347107438017,2321.17093521053,1039.77685950413,0,2480857.887476
"1384",0.321682822113195,651.115702479339,2160.24756954818,1040.21487603306,0,2571684.64427776
"1385",0.293778941651021,60.4710743801653,2006.36602169482,1039.28925619835,0,2552763.45609934
"1386",0.638960340890017,30.7363636363636,1860.30861455422,1039.30578512397,0,2480857.887476
"1387",0.514425056532395,19.7107438016529,1689.43667977121,1041.17272727273,0,2480857.887476
"1388",1.09135222533518,16.3305785123967,1510.68830774076,1042.76859504132,0,2480857.887476
"1389",1.39511894490108,7.83471074380165,1337.02376120546,1045.23140495868,0,2480857.887476
"1390",0.882385950738733,2.17272727272727,1137.49878794097,1048.60330578512,0,2480857.887476
"1391",4.78554978301702,5.62809917355372,938.17612797723,1050.43636363636,0,1489.74545612323
"1392",11.0677543514031,16.198347107438,739.21945432025,1045.9173553719,0,0
"1393",5.5688813318891,32.3471074380165,541.032675708878,1023.61157024793,0,251129.543750032
"1394",0.546206481890245,43.8727272727273,344.945373535997,999.115702479339,0,72174.9990167926
"1395",0.612744423476132,61.9256198347107,158.928491036278,992.954545454545,0,72148.2342284132
"1396",1.43879893594537,120.404958677686,6.50958846779319,991.727272727273,0,0
"1397",0.678962092261669,143891.495867769,0,988.438016528926,1,0
"1398",0.320705738442003,26617.9752066116,0,985.619834710744,1,0
"1399",0.634533287720247,33.7909090909091,114.665295559789,985.793388429752,1,880014.410102207
"1400",0.139076733392132,24.3140495867769,225.680610426722,987.036363636364,1,880014.410102207
"1401",0.508778388835182,22.5619834710744,305.892746227404,988.02479338843,1,880014.410102207
"1402",3.14542977474938,25.9421487603306,464.902889129315,988.851239669421,1,180409.816885482
"1403",7.89224954301661,27.4363636363636,647.069563839179,990.595041322314,1,0
"1404",8.14073932072348,16.8760330578512,837.414678981248,1000.98181818182,1,0
"1405",3.72533764474648,5.07438016528926,1031.42021926056,1017.92561983471,0,0
"1406",1.46858913001935,8.43801652892562,1227.35161743722,1029.60330578512,0,0
"1407",0.663813377707458,16.9834710743802,1424.41437684123,1031.63636363636,0,0
"1408",0.282196546142752,47.8818181818182,1622.19624000249,1031.52066115702,0,0
"1409",0.35429346709212,180.165289256198,1820.46284367588,1031.12727272727,0,0
"1410",0.0783140861298427,87.2396694214876,2019.07139282659,1030.33884297521,0,0
"1411",0.38153692562718,3.28099173553719,2217.93002898129,1030,0,0
"1412",0.720770239830017,8.25454545454545,2416.97702462874,1030.62809917355,0,0
"1413",0.868270972050911,29.3884297520661,2616.16938704462,1029.93636363636,0,0
"1414",0.75308365319386,15.7438016528926,2815.47626270151,1028.13223140496,0,22112.5876868406
"1415",0.247961764000664,23.4710743801653,3014.87494101529,1027.31404958678,0,22112.5876868406
"1416",0.227197254245931,105.990909090909,3214.34833739098,1027.03305785124,0,0
"1417",2.68056413703714,7.70247933884298,3413.88335451204,1027.06363636364,0,0
"1418",8.54997922172231,456.338842975207,3613.46978434034,1025.90082644628,0,0
"1419",10.5720094018731,2408.31404958678,3813.09955370521,1014.9173553719,1,0
"1420",10.4197154557409,80.404958677686,4012.76619435934,1000.25619834711,1,0
"1421",9.46887581240047,22.9272727272727,4212.46446331828,993.429752066116,1,0
"1422",8.78571859568604,16.6942148760331,4412.19006603814,989.209090909091,1,0
"1423",6.0699883595971,29.7355371900826,4611.93945135578,984.876033057851,1,0
"1424",3.51420119924283,525.771929824561,4811.70965739809,977.363636363636,1,0
"1438",1.29511297222168,18.1095890410959,7609.76020416317,967.405405405405,1,0
"1439",6.4193306522093,5.27058823529412,7806.22638217011,967.821917808219,1,0
"1522",1.05192654708336,3.47058823529412,6039.46352762201,1078.875,0,0
"1523",0.590900306366692,10.5371900826446,5879.13482024725,1080.75630252101,0,0
"1524",0.585298045115037,23.6090909090909,5721.30516296857,1079.9173553719,0,0
"1525",0.442490826460941,18.9256198347107,5566.18714210886,1078.17272727273,0,698634.762436766
"1526",0.453194939893139,3,5414.01383763887,1077.38842975207,0,0
"1527",0.72526244486659,14.2314049586777,5226.35587576227,1077.53719008264,0,0
"1528",0.787790628454902,23.3090909090909,5031.26532707107,1075.53719008264,0,0
"1529",2.36313382406865,30.9421487603306,4836.57583861353,1073.22727272727,0,0
"1530",4.93553176891705,69.6942148760331,4642.33786942882,1069.21487603306,0,0
"1531",2.6196724299557,350.107438016529,4448.61056344626,1058.68595041322,1,0
"1532",3.20004641763435,167.057851239669,4255.46366410034,1050.60330578512,1,1947.82124220647
"1533",1.85467060370879,7.56363636363636,4062.97994675718,1053.51239669421,1,31104.074658617
"1534",0.746912931115174,6.71074380165289,3871.25833535089,1061.30909090909,0,0
"1535",0.727956704856936,24.3801652892562,3680.41793147143,1061.18181818182,0,0
"1536",1.90783244223634,32.2066115702479,3490.60327186707,1059.32231404959,0,0
"1537",6.23871653188359,61.5363636363636,3301.99125571856,1056.81818181818,0,0
"1538",3.14729315190276,3861.50413223141,3114.80036344458,1047.54545454545,0,698634.762436766
"1539",2.79711823177732,1779.18181818182,2929.30304942784,1035.42975206612,1,704821.772510084
